,Cast members,Cast members.1,Cast members.2,Cast members.3,Cast members.4,Cast members.5,Cast members.6,Cast members.7,Cast members.8
2,"Homer Simpson, Abe Simpson, Krusty the Clown, various characters","Marge Simpson, Patty and Selma Bouvier, additional voices","Bart Simpson, Maggie Simpson, various characters",Lisa Simpson,"Moe Szyslak, Chief Wiggum, Apu Nahasapeemapetilan (1990–2020), Lou (1990–2020)","Ned Flanders, Mr. Burns, Dr. Hibbert (1990–2021), Waylon Smithers, Principal Skinner, Reverend Lovejoy, Various characters",,,
